0,500,0.01086
0,500,0.01112
0,500,0.01174
0,500,0.0112
0,500,0.0167
0,1000,0.02431
0,1000,0.0243
0,1000,0.02434
0,1000,0.02456
0,1000,0.02462
0,10000,0.33017
0,10000,0.32802
0,10000,0.33009
0,10000,0.3346
0,10000,0.34033
0,100000,4.43733
0,100000,4.43291
0,100000,4.40402
0,100000,4.44764
0,100000,4.32617
1,500,0.31588
1,500,0.30785
1,500,0.31185
1,500,0.31197
1,500,0.31473
1,1000,0.33662
1,1000,0.34692
1,1000,0.33962
1,1000,0.36293
1,1000,0.33691
1,10000,0.871
1,10000,0.87911
1,10000,0.89323
1,10000,0.86186
1,10000,0.86159
1,100000,7.87905
1,100000,7.75519
1,100000,7.77841
1,100000,7.74571
1,100000,7.70511
2,500,0.34524
2,500,0.33606
2,500,0.31903
2,500,0.32471
2,500,0.32031
2,1000,0.34615
2,1000,0.33298
2,1000,0.33944
2,1000,0.33998
2,1000,0.33554
2,10000,0.62522
2,10000,0.72511
2,10000,0.65001
2,10000,0.63753
2,10000,0.63281
2,100000,4.34701
2,100000,4.74698
2,100000,4.50572
2,100000,4.75861
2,100000,4.45633
4,500,0.43527
4,500,0.36681
4,500,0.37064
4,500,0.37535
4,500,0.37076
4,1000,0.39032
4,1000,0.4488
4,1000,0.40567
4,1000,0.41697
4,1000,0.41488
4,10000,1.42233
4,10000,1.48572
4,10000,1.44717
4,10000,1.42714
4,10000,1.42786
4,100000,14.64602
4,100000,14.79501
4,100000,14.97214
4,100000,15.02587
4,100000,14.31544
8,500,0.5115
8,500,0.47368
8,500,0.74127
8,500,0.44122
8,500,0.46381
8,1000,0.50166
8,1000,0.48127
8,1000,0.47246
8,1000,0.53696
8,1000,0.48268
8,10000,1.52834
8,10000,1.51222
8,10000,1.47725
8,10000,1.5225
8,10000,1.41182
8,100000,15.34602
8,100000,15.26525
8,100000,15.48278
8,100000,15.34039
8,100000,15.46355
