0,500,0.02077
0,500,0.0233
0,500,0.04232
0,500,0.02334
0,500,0.02322
0,1000,0.02334
0,1000,0.023
0,1000,0.02261
0,1000,0.02301
0,1000,0.02308
0,10000,0.47196
0,10000,0.47956
0,10000,0.47335
0,10000,0.4741
0,10000,0.46733
0,100000,5.45348
0,100000,5.55466
0,100000,5.64705
0,100000,6.38727
0,100000,5.6388
0,250000,15.64805
0,250000,15.94144
0,250000,16.15263
0,250000,15.65942
0,250000,15.4337
0,500000,32.06087
0,500000,31.74189
0,500000,32.05164
0,500000,31.91208
0,500000,33.71325
1,500,0.37606
1,500,0.38434
1,500,0.38331
1,500,0.40724
1,500,0.39894
1,1000,0.38905
1,1000,0.38453
1,1000,0.42001
1,1000,0.40618
1,1000,0.41418
1,10000,1.0742
1,10000,1.09915
1,10000,1.0421
1,10000,1.04483
1,10000,1.35835
1,100000,7.85011
1,100000,7.86367
1,100000,7.72796
1,100000,7.40504
1,100000,7.66061
1,250000,20.11929
1,250000,19.50585
1,250000,19.6042
1,250000,19.63408
1,250000,19.77874
1,500000,38.09544
1,500000,38.5701
1,500000,38.15816
1,500000,38.96429
1,500000,39.38858
2,500,0.41447
2,500,0.41708
2,500,0.43587
2,500,0.41522
2,500,0.38215
2,1000,0.408
2,1000,0.54299
2,1000,0.42638
2,1000,0.44614
2,1000,0.41846
2,10000,0.73123
2,10000,0.74474
2,10000,0.74157
2,10000,0.71917
2,10000,1.11911
2,100000,4.11848
2,100000,4.112
2,100000,4.03389
2,100000,3.94014
2,100000,3.91579
2,250000,9.77578
2,250000,9.81419
2,250000,10.21259
2,250000,10.27546
2,250000,9.9666
2,500000,19.3608
2,500000,19.77308
2,500000,19.66913
2,500000,19.12375
2,500000,19.61494
4,500,0.52376
4,500,0.43294
4,500,0.92384
4,500,0.41416
4,500,0.45303
4,1000,0.42655
4,1000,0.41662
4,1000,0.41445
4,1000,0.42985
4,1000,0.85547
4,10000,0.58944
4,10000,0.57588
4,10000,0.57576
4,10000,0.56681
4,10000,0.55381
4,100000,2.0557
4,100000,2.0383
4,100000,2.14018
4,100000,2.04516
4,100000,2.08248
4,250000,4.83528
4,250000,4.95109
4,250000,4.99173
4,250000,5.02087
4,250000,5.04914
4,500000,9.46431
4,500000,9.45703
4,500000,9.61542
4,500000,9.47116
4,500000,9.56706
8,500,0.6125
8,500,0.5991
8,500,0.57366
8,500,0.56971
8,500,0.57561
8,1000,0.65751
8,1000,0.57866
8,1000,0.60047
8,1000,0.62018
8,1000,0.5683
8,10000,0.68558
8,10000,0.68191
8,10000,0.67182
8,10000,0.64199
8,10000,0.64997
8,100000,1.67335
8,100000,1.60585
8,100000,1.61242
8,100000,1.6641
8,100000,1.66446
8,250000,3.49764
8,250000,3.46677
8,250000,3.63427
8,250000,3.58673
8,250000,3.52554
8,500000,6.99845
8,500000,6.64558
8,500000,6.86128
8,500000,6.36946
8,500000,6.08744
10,500,0.62443
10,500,0.58062
10,500,0.57423
10,500,0.56555
10,500,0.5928
10,1000,0.56987
10,1000,0.58196
10,1000,0.56416
10,1000,0.58721
10,1000,0.62522
10,10000,0.66807
10,10000,0.65185
10,10000,0.66924
10,10000,1.05692
10,10000,0.70132
10,100000,1.54028
10,100000,1.58026
10,100000,1.56201
10,100000,1.57719
10,100000,1.68277
10,250000,3.30974
10,250000,3.16099
10,250000,3.13047
10,250000,3.13214
10,250000,3.21676
10,500000,6.10404
10,500000,7.1094
10,500000,6.62657
10,500000,5.94399
10,500000,5.83224
12,500,0.89219
12,500,0.75541
12,500,0.77318
12,500,0.68103
12,500,0.67372
12,1000,0.64641
12,1000,0.76993
12,1000,0.65172
12,1000,0.71306
12,1000,0.84725
12,10000,1.43229
12,10000,0.86673
12,10000,1.18974
12,10000,1.26583
12,10000,2.03996
12,100000,1.87782
12,100000,1.65944
12,100000,1.5685
12,100000,1.77845
12,100000,1.61208
12,250000,3.30122
12,250000,2.96736
12,250000,3.59379
12,250000,3.05844
12,250000,3.26898
12,500000,5.17179
12,500000,5.06779
12,500000,5.00639
12,500000,5.26385
12,500000,5.17528
