0,500,0.05188
0,500,0.05178
0,500,0.05254
0,500,0.05346
0,500,0.05143
0,1000,0.09031
0,1000,0.0889
0,1000,0.09049
0,1000,0.12191
0,1000,0.09048
0,10000,1.16331
0,10000,1.19882
0,10000,1.14342
0,10000,1.20457
0,10000,1.12539
0,100000,11.43195
0,100000,11.7194
0,100000,12.67397
0,100000,11.28798
0,100000,11.81484
0,250000,28.20814
0,250000,28.41148
0,250000,29.26828
0,250000,29.7533
0,250000,28.94617
0,500000,130.0126
0,500000,128.13596
0,500000,128.98684
0,500000,132.70441
0,500000,135.90743
1,500,0.28943
1,500,0.2522
1,500,0.26724
1,500,0.3114
1,500,0.24023
1,1000,0.3236
1,1000,0.30364
1,1000,0.29017
1,1000,0.28808
1,1000,0.28069
1,10000,1.75579
1,10000,1.83309
1,10000,1.73207
1,10000,1.95536
1,10000,1.72375
1,100000,15.40803
1,100000,15.65077
1,100000,15.30373
1,100000,15.34857
1,100000,15.30682
1,250000,34.08613
1,250000,37.26611
1,250000,34.4077
1,250000,35.56436
1,250000,35.73545
1,500000,150.42852
1,500000,149.94774
1,500000,151.18768
1,500000,153.29363
1,500000,153.04321
2,500,0.22334
2,500,0.21044
2,500,0.21847
2,500,0.25818
2,500,0.23121
2,1000,0.27611
2,1000,0.25898
2,1000,0.24937
2,1000,0.24347
2,1000,0.24665
2,10000,1.09713
2,10000,1.04568
2,10000,0.99164
2,10000,0.97658
2,10000,0.98338
2,100000,7.81283
2,100000,7.94692
2,100000,8.01107
2,100000,7.8196
2,100000,7.6355
2,250000,17.78654
2,250000,17.83748
2,250000,17.61485
2,250000,17.72235
2,250000,18.12324
2,500000,76.1038
2,500000,77.28877
2,500000,78.07407
2,500000,76.5922
2,500000,75.33555
4,500,0.22468
4,500,0.21301
4,500,0.2096
4,500,0.2084
4,500,0.20378
4,1000,0.23609
4,1000,0.23101
4,1000,0.23397
4,1000,0.26271
4,1000,0.24133
4,10000,0.79722
4,10000,0.64994
4,10000,0.5989
4,10000,0.63337
4,10000,0.60834
4,100000,4.0237
4,100000,4.07702
4,100000,4.18749
4,100000,4.11151
4,100000,4.03711
4,250000,9.0431
4,250000,9.06096
4,250000,9.36434
4,250000,9.12298
4,250000,9.24448
4,500000,38.83684
4,500000,39.19864
4,500000,38.82694
4,500000,38.8676
4,500000,39.1098
8,500,0.27636
8,500,0.27263
8,500,0.28034
8,500,0.24762
8,500,0.27041
8,1000,0.26053
8,1000,0.29133
8,1000,0.2667
8,1000,0.26593
8,1000,0.27107
8,10000,0.576
8,10000,0.54547
8,10000,0.54347
8,10000,0.54652
8,10000,0.55087
8,100000,2.74259
8,100000,2.71377
8,100000,2.88561
8,100000,2.73245
8,100000,2.75139
8,250000,5.71841
8,250000,6.22416
8,250000,5.75997
8,250000,5.8492
8,250000,5.70488
8,500000,24.07813
8,500000,24.00113
8,500000,23.88689
8,500000,24.06273
8,500000,23.75725
10,500,0.34999
10,500,0.32849
10,500,0.29074
10,500,0.29296
10,500,0.2938
10,1000,0.30234
10,1000,0.32033
10,1000,0.33944
10,1000,0.32365
10,1000,0.31712
10,10000,0.69765
10,10000,0.57169
10,10000,0.54556
10,10000,0.53503
10,10000,0.52927
10,100000,2.51801
10,100000,2.57693
10,100000,2.48186
10,100000,2.90225
10,100000,3.30545
10,250000,6.15831
10,250000,6.59844
10,250000,5.89433
10,250000,5.28115
10,250000,5.25919
10,500000,21.14825
10,500000,21.23783
10,500000,21.8211
10,500000,21.48532
10,500000,21.42106
12,500,0.35131
12,500,0.33649
12,500,0.35622
12,500,0.35171
12,500,0.34225
12,1000,0.34628
12,1000,0.35228
12,1000,0.35344
12,1000,0.37945
12,1000,0.34711
12,10000,0.70192
12,10000,0.66095
12,10000,0.57675
12,10000,0.57396
12,10000,0.56514
12,100000,2.47025
12,100000,2.51907
12,100000,2.31906
12,100000,2.47847
12,100000,2.71055
12,250000,5.09584
12,250000,5.11901
12,250000,5.30806
12,250000,5.10724
12,250000,4.97472
12,500000,22.48054
12,500000,21.45068
12,500000,20.73764
12,500000,21.40609
12,500000,23.69662
