Coluna1,Coluna2,Coluna3,Coluna4
6.314476400421577,1.6383227113260068,1.4389245340298173,1.9625014092000181
3.3976211290871805,9.17927486370404,7.546049972388552,0.45709265228635054
7.125047716416021,8.547129550337484,9.393670521073046,8.334848146900683
1.5430499274196796,5.829495881634392,2.194006820275848,8.857409365895851
4.963386054967107,0.6150827256929359,4.038646859580379,6.5192898311050875
3.880355175130148,6.970399297367662,0.6108429142971661,4.234417187636829
0.7249622187013849,5.0220000488073655,3.097685639817577,9.793549315338337
6.950161025996955,4.855740651053983,9.076058784704399,4.492963716590332
0.1293429012764169,9.479028202544423,1.556204582656343,7.611148825805943
1.719167359262258,9.444498350752752,0.2576588032921834,8.202981374327434
8.32797556230673,7.208395287533809,9.309355439217057,4.0340799516406936
8.00631500737495,2.859419920426803,5.752227666324922,8.350027331980682
3.09110784581637,4.4419578837623455,9.555792511440465,4.260378994962117
2.434089085130424,2.502533022494812,0.7698704112144938,4.134088486696898
9.243991534507238,4.648359219129356,1.4777918858349615,6.059422800273399
9.76258074649513,5.573926830265217,0.7065827956522708,8.013581724253191
4.432791948588703,5.758220876829238,0.3146279108444794,9.883106368867024
9.302878463181115,5.1552914227759326,0.4113959753956631,1.397526031797025
5.4816977845951245,3.7638684692381377,8.816779077279987,3.1080431684344245
0.1175122260725292,3.6541086832741208,2.772488517421907,6.662896973746598
3.0637682109589894,1.429212174011868,9.468546837297664,0.03789951610513542
8.720438849261429,6.280935523590873,9.341907644747872,9.694880698036997
3.611957029637213,4.038784372850212,7.913610641730071,5.529813955133759
5.0467552905150175,2.8862400052768478,8.889152964676516,6.068755808900363
7.278346445350856,9.97882203468943,5.314477400065114,2.7993607713719424
7.133711202233904,7.125258750656829,3.1432787447676604,8.29983504656932
1.8362567161130516,6.97525696214478,9.264093648179676,9.137146102239326
6.632094009337196,5.734137202308074,4.838463830978865,5.115199788657284
5.616306992438734,7.094077142342416,0.6026318428392785,6.680153347866787
0.18087421755128896,4.468483694827485,9.043371266797845,0.0177448542126335
2.626486401958931,7.810462869222245,6.280391146081849,9.007095133232383
2.6506447768450183,5.048516629142336,6.476430049589213,5.678652254118343
7.710637855027742,0.08866156359724764,4.08882299188151,7.767972666831664
8.515704940967197,9.171691578086685,0.04532857366415621,5.279129291483324
5.920848807705274,7.721650174384218,7.484861318927848,9.048587448096802
3.635180020134239,4.2248891061884875,2.34385541238698,6.219573239157889
6.302984038964217,0.5193977285067797,7.124814141847482,3.312016654406944
2.3184118498542663,6.907092698469207,1.8157389344913777,7.685815248101764
2.0192879825807166,3.714139574812042,5.066596955410002,0.9035192597522346
3.7559409394791166,0.2616732322548865,0.4265313072605903,4.165198285628533
2.9730094568470533,6.636106681704677,7.536480806807662,7.76381915336953
3.311023193266781,1.0637434942898694,7.69501780532127,9.222083003685473
8.234695984581045,6.675657237641957,3.117535930774409,1.9118512688603173
1.639021546356978,3.2926270558781123,3.991125011837988,4.906973250508989
6.31751596546541,4.7929586634241526,5.1120452282345425,0.3287081114236656
9.941221709855817,2.353163813215028,1.659944760590386,6.9874707392229904
8.031151487539285,3.2924552520019548,6.199746677736063,0.7767158220105586
1.671891634345667,0.615481789393143,7.1188422674547205,5.810793230391381
1.3946132255196697,2.6843951928526866,1.4460033766590519,1.2029697813689877
6.4715291234158965,9.997393825133498,3.2000070521204025,9.467467931969532
7.678990353367627,7.05472628625931,9.78607952075345,3.1939420041532607
9.403980504818353,2.0141720205211167,0.7835044962647464,0.27710862715266904
4.451048312902051,6.710850931579752,0.41049407982679975,0.23627999244236086
4.883784644382704,3.525855341850652,4.150423185030099,8.706930308337206
5.549388199398253,7.846855244657461,3.5783298863321455,0.6621673169177678
0.27574898977047235,4.868109868915553,1.3355531767826745,2.8722105767823445
1.9337043955760669,8.140041481004289,4.712449626598322,7.033205860576903
0.9451086159293098,7.597122298944152,8.096541385433289,5.538658145880624
8.861130505076774,5.658129096675472,2.304494435795453,6.222014803065065
8.027262990019127,0.6356193463610738,8.713331502393105,9.476907411197454
1.860297098489514,3.11686332962139,1.9325073476869492,0.5971019856810256
6.417903739532985,0.7408876162412525,3.9775756787591154,0.44904572801197196
4.359459084195047,3.511295962723687,0.23531596006346356,3.4357114839210245
3.444088082437484,6.562470458985707,5.857973631185253,9.810340982847215
7.89916510519622,4.3755679045511275,7.9089002933425565,2.009808123245691
1.9060321148624548,0.25243732006734354,6.637944876182189,4.684421743604858
0.6136596334144917,5.400692992453916,6.923539770166194,8.871049464377766
4.648991191501926,5.670071983328869,7.66257294160369,4.831010260171599
7.845325029698107,3.33634820951017,2.8106016767015207,3.834730683130422
9.14726581816171,7.694091735207051,7.9269191782846535,2.2038448265909274
2.5848749581866937,6.488281101975616,7.468329693145705,0.012467827710844759
4.057633976005154,1.1379465377677023,7.101735735479573,9.624654347230999
4.085399502662708,0.49501165737821595,2.0132564702688507,4.147291197728327
7.393921171847742,3.2597309819565092,5.780375792212502,4.572302581142229
4.919542503685883,4.3156024400010615,7.7729450711693024,7.112350918238731
2.803618308924273,3.3905558565350526,2.9388636510231327,2.4717129817868475
8.951348532987463,5.654147320078645,8.236459962741934,2.6281395614679024
7.068367370770577,2.074694435392362,0.24928259192904867,1.9459436892275184
9.696793422133606,6.969238076083631,4.620974047549127,9.681420945245168
2.286063008632534,1.7954634982838003,0.9769276836823049,6.7896933187752495
0.6457081807340315,2.572074606471296,8.04020898381026,6.372108990330135
7.792370544275689,6.66588936183861,9.284943132750243,5.683589433838466
3.315595363156704,7.5473389418657435,6.99535003362173,3.872924222144405
3.8535063436955,9.645152000574708,2.6067202482534304,7.315535873027609
1.9461478706897228,9.085687556278563,2.069694450270304,5.86931948666157
4.326548232318133,2.7853216899826405,2.883492285994811,2.6683229695128965
8.351656047121875,8.496612118435388,2.276451474147143,4.124058335096872
2.524140201739997,7.824408091785086,8.621090851364105,9.073014637990479
7.060711593138071,5.129372957910787,7.529213654268756,7.973165805199337
3.7072542627614546,4.438931332862611,1.4510756819661874,8.923160725198503
8.344176111607677,5.974914665287764,9.971812826809094,0.15981059374206574
8.095739914464604,4.033417186531926,2.7326957090932016,6.966998362022448
6.619625197440624,8.634794753725819,3.66472639160061,4.0861584660876815
7.542817886362413,2.2819737721400624,9.514837615950803,3.9983006669374377
0.21564539763177182,2.5541331567463024,5.216738949221856,4.372325751195412
3.7782671050343364,8.748949159954623,8.378716116623663,5.775696352448425
9.700600435308273,8.665919668882134,7.746836302217805,8.653502561713385
6.996215189503028,5.635156279152479,5.460636443312818,2.6230552770778823
0.7715512387932444,0.23583836753822363,9.376676682084387,5.195585105318453
7.793443714912616,5.179466703342631,7.339725764760111,3.7984095296203835
9.660982625206811,1.239690841747234,3.5415795328112996,7.690780358922453
6.522426020564458,2.333895898601086,4.221047629122051,7.455042075443437
9.040245956730953,7.592542532555292,7.160261186129172,5.190016975258935
9.980372158233822,9.246415180286919,5.407632775354731,6.169645333336314
0.42131437466131905,9.462150670730958,3.413754315413181,2.025526428396651
7.775092072378007,6.760965252096254,7.468821944846021,9.234946134704586
1.2391795358264224,6.456988343180708,7.171695343548223,9.77162930049069
0.44955293096213156,9.38137264029636,4.551818840987397,9.360952554102335
5.754528748714148,5.166931650119778,7.96639609443746,8.710307743669475
4.213609161251945,7.333596559723769,4.624480343562563,8.358270550740842
6.88501590723496,6.423852074125991,0.271453964836712,3.8364334791889707
4.870527275297633,3.684725145394574,9.96326123986242,6.549398594965937
5.485634568303199,6.439279857854877,7.663826937326799,5.0403019741774795
9.282597545824204,8.813416363506438,1.6423303678462076,4.167181490968276
3.4670184386680925,1.935853974977949,3.3111710260615212,0.287110433805956
2.7767348160063032,3.1118052685397855,8.994725070387705,0.15181779728628442
8.874352212820709,5.7796905979310615,4.647861039139003,1.4667366409625493
5.229197943332085,6.4456632602735,6.111663427680116,6.689356920256398
8.071076295202035,9.534523784050004,7.4035433440684075,8.499756938292744
1.1127612789089036,9.206798924359624,2.8740660336924027,4.208450664769009
9.598202734613455,3.409763019045341,7.835848307256405,4.744210061559452
5.870658624625827,7.371984899379092,7.200775882716917,4.652405223960572
4.460613238987986,9.366625469991442,2.867645822542632,2.468865771354156
6.404334239525129,7.870348176028864,6.027037028107316,0.8842122363569382
8.12482077531519,5.743063361066966,5.50539967371013,4.017095015755
1.6586429317673723,1.3037121667472873,7.141211866637137,4.439287510962426
6.419231846028103,7.7300477628844,8.719753451584953,8.724466407714447
9.981158025275773,8.415192558145579,3.6914645143253964,9.820796607748656
7.72572444276431,7.576607133043046,8.207019077439217,0.9749273262430602
5.889932701814774,6.831298557968585,7.1155817517257525,5.992816736112735
2.886009184696987,0.2873100266585227,1.783025520343301,1.9465407042262106
9.626509054496923,9.985285184612266,6.746826207171734,2.2956965571334207
4.079611507907147,6.909237413447256,8.262323596627635,3.804856494255869
6.464043204080745,8.089794648133886,1.1978100516370915,4.5180030663281245
1.3134347485697007,6.327498615052254,4.888829891836081,4.380762257037663
5.938261864735308,8.493453085575272,9.838196262087786,5.975504080425058
6.682024250258212,4.955204726937502,5.594765823346849,5.729442616267686
0.4116380062510028,0.9910182258554134,7.598564142582033,0.20646525388836712
8.00295239662643,5.967776514013777,3.0451718428509453,9.900752171660013
5.718204776565587,7.685427833345713,1.367765371277162,2.605408722685433
6.731168386287906,9.327895707901636,1.724477249962807,1.8755593526587988
0.7838253911782911,8.976343078489165,9.91405749213732,2.5250360337402378
4.534499382913549,5.185814725365808,9.10722185485328,1.6352064213813766
3.3553881190147115,4.684008568839364,4.13959614994567,2.7786260705937025
7.3141642864717005,5.599851402577957,3.2956735816016156,9.069853227711564
7.357706387269671,5.69196968749573,6.038982995683987,0.4368584084495575
9.235248087747973,0.2903584501126255,0.23346089080177657,4.325658680975999
6.915724359853601,1.9079000565229298,7.869735612507784,8.262030455405768
8.782865120139544,8.767771647046267,2.617615049297839,1.4710448253375463
0.9589028159988322,2.908159739970438,7.297730153116536,1.3898874386824867
3.095078812983838,2.3007645049455094,4.5130310203968484,3.543699782363998
6.798681869501879,5.489642459331439,1.9947165618566987,9.59985855863468
0.2471430335646152,0.30369424629233754,2.3254228811787603,1.9531389728007598
4.106673981852972,9.979003817720297,6.569665867601745,4.734363780595351
4.3077045360390755,2.4786634009764743,0.1343549835004798,2.3675697464921264
0.41190931029066236,5.527999752457395,8.6252337738666,0.06592366446798836
7.057005239416638,1.9355893022767334,2.8211231753470303,3.0627018824088292
4.170981756861777,4.1473267305960935,5.894534434238342,2.9566731212690023
9.973187050520679,3.6425478191097738,7.367860316970853,4.097929049578848
6.29305298067692,8.678591028424984,0.10002498681208394,0.2623596812800455
2.6384602414024414,3.8351796249060834,4.398293143697808,2.990950084666536
3.3657244277964162,7.603687842257142,4.4502422787399345,3.021835142380965
2.604186079642119,6.579712409255408,9.058975015791352,9.42700308535729
5.20396729371829,8.135225261039382,1.9488372331418646,1.7016338959481803
1.435361514825464,5.45505895726092,6.439088913511481,7.3757361017077505
7.886025860508711,2.8302850792617065,8.825534430941124,9.26546981053793
1.9314149074016007,0.9447563858400987,3.50503170913428,4.599693622799745
8.879742506755068,3.7263438758531118,3.944491431741027,8.454589786012608
2.17735823545689,6.644294660484195,3.865261419180115,1.5961958605582705
3.9726940472960512,8.758984561193397,8.866708399961812,4.260643005220409
0.8662024402096191,5.885525868879209,9.450975360750263,6.762626766386131
6.721790891938186,1.2189750144636846,7.684453528039105,8.249184939208732
4.462169698452271,3.0494398600036066,9.456662099766046,1.2417388529272277
9.676584994026877,3.171990119853798,2.069559043953937,7.429079838255821
