Coluna1,Coluna2,Coluna3,Coluna4,Coluna5,Coluna6
9.514873208112057,4.282527188823763,3.405210233736591,4.696330220043397,7.042550587766913,4.938261600658159
4.544518913126858,9.630171212489072,7.327582235612068,6.652677165192405,7.968280968460809,3.016228369724201
8.736256946669227,4.827306857012581,6.309998694200218,5.067266263446899,8.657375986958732,4.8694059496094075
8.691381343260119,6.420162956027308,2.2590595729639604,2.467146104436507,9.852680782509507,8.560515222252711
1.4512689496246356,2.617219800882633,8.385351702137173,3.4977222268008843,8.12032456271452,9.203035780498125
6.8178108729475735,7.498982674547912,7.764122489383749,6.157220239448144,4.434910444193557,7.042018334790956
4.332957644762285,4.549912674355072,3.8631712441867725,3.5359364292524456,8.842136307999093,0.7002249227305613
0.23897152183635528,9.193908180195846,2.093566482511229,4.083211470320437,1.2206928949038254,0.9817549060454889
8.649716889296396,5.0033418625845405,8.283222363490047,8.909351975861657,8.879573025782987,4.532142925554245
8.211519406229822,6.623250105527283,0.0643410436670444,6.332106408562667,0.5520179603138153,5.778885225695113
0.013086307621499316,1.1865137163054917,6.133245797711059,9.051712341439064,6.174528451151459,6.814702703912957
5.914302239953633,0.035160094351663895,8.660540413079055,1.7005876176147705,9.716727322964777,2.9434685123869766
0.8814180104954761,1.6086786256986096,0.6145639353521093,7.929849299500963,9.301525434469776,5.692113172085886
6.018395746319618,2.978543462343002,0.005211660477075775,9.264985663187211,6.426038744629801,3.520040818692125
5.195718744458872,0.5290230254344874,5.152696703472227,4.862094818325553,0.9673308639489919,8.371150776259844
1.1645101851914064,2.6242718681442536,8.446415352825765,0.9893877570267962,6.372380650573566,5.828120326742239
7.6043127331197615,7.920026503789117,6.400027245870104,9.782310758716008,6.067123847437996,5.299421573980705
4.813414311339436,4.904947249133915,2.5574959789500893,4.3473708841221015,9.16026561114715,3.9158876554150437
0.30091610940445324,3.9589380759341575,5.941303048965036,6.637361182479808,5.241143554691703,4.45553938848125
6.972516035598267,6.300061235539541,3.64690200757368,9.905848632630132,0.7402987230134472,0.035777168649424596
3.218778390433262,0.6182051370853592,6.293163537231447,8.999513709719974,2.1285275770146264,0.5916957177383164
9.656334013069813,5.490067936614214,5.938267096263593,3.693684876244067,9.281645746888568,8.83793220284646
4.80704285909627,4.474055124050647,7.975895285529363,7.171363961102948,5.877124738061496,9.619427901630376
6.3373515529281645,8.18026098810621,4.609954934323016,8.086691883373668,0.029833107125945002,0.45610621581473665
7.406333480181861,5.369423012271307,1.8601734484655907,7.22268352581812,1.3292886768765222,9.292820778404671
3.6932867776242704,6.046374551353388,7.608011714357684,2.299268288883489,9.84409495086971,1.0749457764736015
6.797302204815825,1.6258074474327244,7.048651038780643,9.861691036747434,2.6486676454096223,6.346251300555953
8.198904864006622,8.054773538122708,5.245233906448405,5.042137926583617,7.452578100398041,9.879679861148295
2.746813482402178,3.843259491076619,7.161558682600701,1.3843444216328282,3.5417119844511658,0.6486191730885205
7.6065182023115465,3.7718647780940326,6.3058213083113674,0.398099382842958,0.757986298521971,9.559631052839018
3.1401785474034605,6.6921296341317955,2.57231380564241,0.34393940889342445,1.255422487380281,9.080792889670985
9.893881290559786,6.6867357961682705,8.835828839147686,3.64024321446157,2.611199070425112,9.446876669848507
9.07827847532709,0.5771868954121995,4.620363768936718,1.426387151222459,5.417810482858249,4.164032672896097
1.0641465429416708,1.8083483891128593,0.5926903799236383,2.331047836562705,0.04794283171220215,9.943780835069148
0.27244875622196685,2.2747009670304896,2.7706107188854014,2.51654666138841,9.474159087936728,1.8758253277856674
3.2641754339163995,9.531159317546464,5.9287806626081565,8.701408737546979,8.428037036657805,5.065225445109195
3.582024483165711,9.287489301743133,2.772030474179802,6.269481017085038,3.9504723368145287,3.6121736537511975
5.472365028866952,5.248079847916973,8.103986764714952,1.104257790917812,2.003683584427951,3.3793496486785592
4.061148847453739,1.5413852461017263,6.4364776165059645,0.7573828066221011,1.9449726341102413,4.5180905106013824
7.705640252233685,3.3042113007212093,5.408955622116424,2.5778420888683273,5.8754620129433555,9.255542478701024
7.306089532528305,6.164621517930348,8.839686699758552,0.21959621797612128,4.608034524422754,6.192669667540853
7.333021450789716,2.9512852638750484,2.3643083607535695,4.33282399166769,7.26251829272698,9.460423339390104
4.851521728559769,9.23376537681398,6.63129702007174,6.148384235780254,5.426748461057875,5.957040717531651
8.731115885656331,7.284109143677464,3.036450476240428,9.608471674045084,1.9577579732627226,2.9339873109933556
7.289056684064306,9.831038050974794,8.400548601076634,9.587078168740002,1.467827362251889,5.220246661315123
1.7451613616295114,4.469234403415594,3.0602173261259114,9.334634935644285,0.227470748576305,5.7469245548472205
7.13445912698348,1.6970900588688609,7.345490112682232,5.565172826618882,7.576893891990779,2.016032287055266
6.862013791957642,4.487660211954514,3.33965153565647,0.5252627839797352,8.314999313496061,0.29833897536059806
3.7901981338698354,1.73087246081166,8.327933307505992,5.367743963101644,6.687612420751947,1.5808631794571137
7.051563830724921,3.788511823761639,1.6208276719667447,0.5669137396836588,7.477270695761807,6.097950708275813
0.7962211285331078,6.768722713846772,3.237719561698842,8.919730272895263,3.2578854570027738,6.427709505729675
3.3355314594503573,8.328933132632176,9.873905865909487,8.593409020475654,2.8086830740750313,3.1256149854683546
2.597622544686055,8.90635826687318,2.218367662759503,3.551667870561843,8.08594889822927,1.4366766142654952
1.1499576161495673,2.534822586356209,9.274798297132081,5.203279616156432,4.021478511150724,5.154670928424721
7.120736146092175,7.6100394249260805,3.086230423410805,0.9318489709007172,5.764444571408954,3.2404450116921946
6.41390831870054,5.073076617466162,5.914552846431435,1.7778176143515911,8.788205534891546,7.79955650447846
9.825043749799283,3.9011184394607135,6.87782618834111,2.499135199952718,8.601147461182624,3.371259657486849
4.2015781134864225,0.8134468992410993,7.518313077042319,9.835923748021838,0.028207312759801484,9.177637781466743
1.8920513919306015,9.96867871188282,7.543583165803971,4.729720979618247,0.9823148640104873,4.656410609926368
4.9625272240859095,6.724478920271071,6.6131036158742,4.796955381101137,6.304622978965573,7.799777618887807
4.165412936370601,4.011663793695783,0.33028094683800413,7.680914824652833,3.3152489344825584,4.301155536013733
0.2508310006134118,3.9641603737689,1.9566871680473907,6.966885756401345,3.1117192645780634,9.63241308935431
1.25610599088531,3.5334594121827356,3.2969032006261187,7.504906215704165,7.578110088963303,3.168006956290398
6.38627777418407,1.1324608030121053,5.332163177905137,3.880797514552592,0.6461935740681923,9.612973802382493
3.9565965730242536,3.5323387892631866,4.714913682342643,1.4445566069895777,7.530648554440772,6.678467393196118
