Coluna1,Coluna2,Coluna3,Coluna4,Coluna5,Coluna6
7.893715512798157,1.554027435887212,4.98126398398907,3.287444318484237,0.292825247139078,8.447822786146762
5.416705952732407,8.823500708936473,1.173192182150754,5.609468831559964,9.259512801801344,3.2167309351667783
0.20705281666485442,2.935879241553083,0.022357875404230843,2.589181393593065,9.661955229165603,1.3740517876455016
5.686374283676746,4.27518597119083,2.013994385118061,7.706972993422562,1.1896241360372573,3.081680695536959
1.36540886867221,8.679867978264104,5.09634757045042,1.1459059400266391,8.826964762065497,1.1086552704102814
2.3769534907197976,5.332638696403269,6.36354575447073,5.161225918675264,5.892162167967339,5.326429325024805
3.0262451197313034,0.4899514004870864,4.299541304824855,7.633315166775512,5.848669395491863,4.562359509664785
4.9658035570917125,8.391496016455928,0.9327223919126415,5.0513076621758755,1.4688639936194314,3.719354249899509
7.295476390655384,2.7497979049729606,3.8784102513643246,3.1979263794282655,3.9845893346418815,6.707912051548917
5.18277756793524,3.307875633996764,4.884494714392572,9.888622346032346,4.725842312688534,0.9327123252111336
1.1767791161798513,0.17469448504660812,2.984626615798022,2.3028503048431013,5.689049108425306,6.770184184624782
8.030999724602232,9.170983848249598,0.3020662025122911,2.701978362906159,3.7586590990312074,8.041020746458043
3.0290130204283328,5.369424406350236,2.8025751870827174,2.715734093993034,9.459073929465239,9.193899655529309
2.147411730008957,3.8751184308164643,0.7751290367934682,2.9913565363998074,6.0969443932509275,4.888279163302847
0.7057214258585187,7.880373777479692,0.4321705171774526,8.454046819720386,1.7735096171387343,7.521593632328679
6.472405478743212,4.372715953248402,6.444910990623036,1.3613121364474612,7.39093480154411,1.5869924959780746
4.89985762836316,1.3742113581302973,1.4906135284646838,7.197692199071413,4.894789820099904,5.6461742070007475
8.438004114292289,4.800831194981852,4.287799902207587,8.503635008704816,6.495761370038825,5.82316301928926
2.481962936543467,8.65972032980235,0.03213754579352357,0.0824286183664702,2.6241376620348245,7.968306549880823
7.422741281146651,1.1261769175485503,0.7056851141530995,8.684549238796345,0.9006697474076764,3.0001704960706954
0.24118278476183086,1.4915672081056475,0.4069055162743007,9.238498267549804,2.6175300830243584,1.3810756220848852
1.755391160991041,5.301185814091561,6.791617132227826,0.24242103698193018,0.5196350600956989,7.420194458454644
9.390167086420162,6.405220612030744,9.513425471544055,9.714818969717195,6.384244069540203,5.533215670890302
0.6455663931272548,5.469784665332583,4.178258337473028,2.7905939947452385,8.38003937416177,0.7962411568140648
